page_id,file_id,file_name,file_number,swiss_bert-0b110,legal_swiss_roberta-0b561,legal_swiss_longformer-0b279,legal_xlm_longformer-0b279,xlm_swiss_bert-0b110,legal_xlm_roberta-0b561,mt0-13b
8acb7588-2827-42c2-934f-204089041352,1077385,CH_BGer_005_5A-765-2019_2019-09-27,5A_765/2019,,,,,,,
8a75ac7c-4466-4ad1-8682-ddc95bf47281,988987,CH_BGer_006_6B-690-2019_2019-12-04,6B_690/2019,,,,,,,
8a4b438f-28e0-4043-b108-096a2ddc70c0,1037797,CH_BGer_001_1C-426-2017_2019-03-11,1C_426/2017,,,,,,,
8798c602-0d66-415b-b31b-b109c0420836,1069594,CH_BGer_009_9C-737-2018_2019-02-15,9C_737/2018,,,,,,,
8795fadf-c4ad-4e0c-add3-56f3089eada4,1093085,CH_BGer_001_1B-411-2019_2019-09-11,1B_411/2019,,,,,,,
877d62fd-e17a-4a5f-adef-6e740acb0e18,985795,CH_BGer_008_8C-714-2019_2019-11-27,8C_714/2019,,,,,,,
8292ed9f-d54e-4f1f-a5bd-43819cd108ec,982751,CH_BGer_006_6B-1214-2018_2019-09-09,6B_1214/2018,,,,,,,
846169ba-dad4-4bc1-a5e0-d0e4208f375a,981387,CH_BGer_008_8C-808-2018_2019-08-08,8C_808/2018,,,,,,,
841b14b3-12fe-4afb-8309-29a28b148e6c,973064,CH_BGer_001_1C-643-2018_2019-09-30,1C_643/2018,,,,,,,
83e91dad-cf04-4657-ba3f-ba60304a8c85,1096843,CH_BGer_008_8C-24-2019_2019-02-01,8C_24/2019,,,,,,,
83c3e1e8-fea3-4e50-adf1-e7a83da7d10b,979816,CH_BGer_002_2C-180-2019_2019-03-11,2C_180/2019,,,,,,,
83b660fc-31f0-47bc-b109-0ed3492ff903,1109445,CH_BGer_008_8C-85-2019_2019-06-19,8C_85/2019,,,,,,,
83ac7560-2751-40fb-a2ad-8bbbd2701c38,988361,CH_BGer_001_1C-299-2018_2019-03-28,1C_299/2018,,,,,,,
8371d830-2e55-4670-a00c-4193a8f502c2,1038876,CH_BGer_001_1C-198-2018_2019-02-19,1C_198/2018,,,,,,,
83108a55-2290-4451-9e53-a88eca47adf4,1099037,CH_BGer_005_5A-477-2019_2019-06-13,5A_477/2019,,,,,,,
82f5529e-c9b6-4b78-8e24-74fe7d70c446,1104678,CH_BGer_001_1C-565-2018_2019-06-19,1C_565/2018,,,,,,,
8270ae82-b054-4f96-8edf-b72479a450a1,995228,CH_BGer_008_8C-514-2019_2019-10-16,8C_514/2019,,,,,,,
876c419a-241c-460c-82de-1a26f5fd48a9,1080094,CH_BGer_011_6B-306-2019_2019-05-22,6B_306/2019,,,,,,,
82546f70-0ca5-4608-b2cc-5bf2a09a446a,1110929,CH_BGer_001_1C-309-2018_2019-03-08,1C_309/2018,,,,,,,
8215a9bc-3bf3-425a-ab62-f05f8c44b2de,1107338,CH_BGer_001_1C-456-2018_2019-07-25,1C_456/2018,,,,,,,
820c16cd-9ad0-4ebe-a6df-414533ff3e25,1109461,CH_BGer_011_6B-365-2019_2019-10-08,6B_365/2019,,,,,,,
81f233b4-7e18-493e-82fc-dcbdd63f30aa,1008106,CH_BGer_006_6B-1305-2018_2019-02-11,6B_1305/2018,,,,,,,
81ecd0c4-41e6-4e81-8021-973ab5f7bac8,996477,CH_BGer_002_2C-570-2019_2019-07-16,2C_570/2019,,,,,,,
81a3e1f3-dcf5-4ecf-ae67-00e7392ef70c,951002,CH_BGer_005_5D-98-2018_2019-02-08,5D_98/2018,,,,,,,
8172771d-c6f6-457f-9fb7-dcb768f2f989,971107,CH_BGer_001_1B-315-2019_2019-09-24,1B_315/2019,,,,,,,
815ab54e-c233-4188-a2c7-b13719714e95,1008024,CH_BGer_001_1B-96-2019_2019-02-28,1B_96/2019,,,,,,,
814dad54-acfe-40d8-a45d-ebf9b9d7ebf1,951104,CH_BGer_011_6B-176-2019_2019-09-13,6B_176/2019,,,,,,,
84a9afbe-2f68-434e-b322-e12908d7fb69,1021036,CH_BGer_009_9C-355-2019_2019-10-07,9C_355/2019,,,,,,,
84ae3cd9-01b4-4367-8b5e-227f9c5fb4a3,1053354,CH_BGer_001_1C-208-2019_2019-10-02,1C_208/2019,,,,,,,
84ce2e76-f29c-47cf-8bf8-88bbd6cac22c,1091325,CH_BGer_001_1C-646-2018_2019-06-13,1C_646/2018,,,,,,,
84d5a26a-cbf5-4a4d-ace2-debd185f9f05,1035135,CH_BGer_008_8C-219-2019_2019-09-30,8C_219/2019,,,,,,,
87060bf1-a487-4ec8-9848-5077940c8bac,959209,CH_BGer_009_9C-380-2019_2019-09-25,9C_380/2019,,,,,,,
86e3a735-b7bc-4d7c-bd32-2529fca597c7,973885,CH_BGer_009_9C-575-2018_2019-04-15,9C_575/2018,,,,,,,
86bba495-baa5-4877-8df0-108869d6e233,1092569,CH_BGer_008_8C-443-2018_2019-01-30,8C_443/2018,,,,,,,
86b38861-8f01-4723-9c6e-352d04113681,997413,CH_BGer_004_4A-465-2018_2019-03-11,4A_465/2018,,,,,,,
868da7f2-58f5-4e72-9d8e-b84cc3409c5c,970875,CH_BGer_008_8C-189-2019_2019-06-13,8C_189/2019,,,,,,,
866c3ce5-707f-460c-a92e-48532548778a,1114158,CH_BGer_005_5A-913-2018_2019-05-14,5A_913/2018,,,,,,,
8657889c-72dc-4ee7-9398-3cb7da3bfc10,1020992,CH_BGer_005_5A-722-2018_2019-07-10,5A_722/2018,,,,,,,
86205c61-79ac-4465-af45-c482d9d61f24,1049811,CH_BGer_001_1B-313-2019_2019-07-19,1B_313/2019,,,,,,,
86178bac-609b-4161-905f-5decb5d968f2,1109141,CH_BGer_004_4A-274-2019_2019-11-26,4A_274/2019,,,,,,,
85f70a13-f155-4a54-8a5e-19533797ba05,1095612,CH_BGer_009_9C-420-2019_2019-09-02,9C_420/2019,,,,,,,
85ece130-9848-4dab-84c8-b0296dba00bb,1087342,CH_BGer_002_2C-349-2019_2019-06-27,2C_349/2019,,,,,,,
85da3d91-15cf-475e-b908-3df5d975280a,1090307,CH_BGer_001_1B-288-2019_2019-06-27,1B_288/2019,,,,,,,
85cf4b62-27d9-4e9d-bfc9-e48329b634e3,1071544,CH_BGer_008_8C-274-2019_2019-05-14,8C_274/2019,,,,,,,
85ca436b-1d48-4076-8181-efb225526557,1014304,CH_BGer_002_2C-351-2019_2019-09-26,2C_351/2019,,,,,,,
85c64e0a-2fbb-463d-8b9f-77ab7847366d,1081715,CH_BGer_005_5A-523-2016_2019-09-24,5A_523/2016,,,,,,,
858e3f00-9fe6-402a-9c98-62c9a5032053,1094326,CH_BGer_011_6B-463-2018_2019-01-11,6B_463/2018,,,,,,,
855b5d3d-a39f-4507-9475-f54c549a9b37,990112,CH_BGer_001_1F-22-2019_2019-06-04,1F_22/2019,,,,,,,
8529c1c8-6a19-45f0-bd35-0d9bd7e8d401,1094853,CH_BGer_011_6B-837-2019_2019-12-06,6B_837/2019,,,,,,,
85236de3-d302-401a-b440-cc635943c416,1063959,CH_BGer_008_8C-212-2019_2019-08-21,8C_212/2019,,,,,,,
8d2aba12-40df-402a-a138-2928369284d5,1030427,CH_BGer_004_4A-13-2019_2019-08-09,4A_13/2019,,,,,,,
8d3c5952-1b74-433a-93c2-0919d157202f,1102138,CH_BGer_006_6B-922-2019_2019-08-22,6B_922/2019,,,,,,,
8d550548-119f-4cfe-bddb-cfbb2e4924ca,973634,CH_BGer_001_1B-202-2019_2019-11-15,1B_202/2019,,,,,,,
94085b7f-2545-4284-96aa-fd7d6d14bb1a,964663,CH_BGer_008_8C-845-2018_2019-05-17,8C_845/2018,,,,,,,
94b88c58-7ead-4503-ba9f-6d29f3e498fa,964971,CH_BGer_009_9C-562-2019_2019-10-01,9C_562/2019,,,,,,,
94a040b7-eead-43ee-ad96-9dd576b69a23,1083676,CH_BGer_004_4A-149-2019_2019-09-09,4A_149/2019,,,,,,,
94950ced-b9ed-44df-87b6-9efa8086da6c,1033729,CH_BGer_011_6B-475-2019_2019-05-27,6B_475/2019,,,,,,,
948a197a-a6f9-48fd-ad4c-aa76a494874b,986985,CH_BGer_005_5A-918-2019_2019-11-20,5A_918/2019,,,,,,,
946e2d2d-f378-429a-a867-1af44caa7a92,963044,CH_BGer_001_1C-227-2018_2019-01-25,1C_227/2018,,,,,,,
9453aa38-8cbf-4d20-bd51-aa9cebb0d257,1085263,CH_BGer_009_9C-271-2019_2019-05-13,9C_271/2019,,,,,,,
943bcdcc-6c07-4a17-a264-c0890dd24567,986276,CH_BGer_011_6B-425-2019_2019-07-16,6B_425/2019,,,,,,,
942aa197-9ff5-416d-bdce-62fa80765d55,1073428,CH_BGer_002_2C-442-2019_2019-09-11,2C_442/2019,,,,,,,
9423cbcc-e5f0-44a6-ad65-5ef143d7704c,1021875,CH_BGer_008_8C-866-2018_2019-05-02,8C_866/2018,,,,,,,
93d583d5-411e-4e9f-9dd2-15656b18c3ff,974784,CH_BGer_008_8C-823-2018_2019-04-10,8C_823/2018,,,,,,,
9287f365-318e-4298-877e-32a0ae562508,1048963,CH_BGer_005_5A-265-2019_2019-04-02,5A_265/2019,,,,,,,
93c10e9c-a6b3-4d5d-b565-7e54a1eaafc7,1038697,CH_BGer_005_5A-979-2019_2019-12-05,5A_979/2019,,,,,,,
93782cdc-2d8a-4d3b-a612-58c95b4d4b85,1113119,CH_BGer_008_8C-831-2018_2019-01-23,8C_831/2018,,,,,,,
93421fda-c08e-4a1c-a8b6-d93c44cac975,1002529,CH_BGer_008_8C-773-2018_2019-02-20,8C_773/2018,,,,,,,
92fdd46d-e36d-43db-a62e-4cbe8f08d834,1030713,CH_BGer_005_5D-74-2019_2019-05-29,5D_74/2019,,,,,,,
92f9837c-d423-4c3f-bd25-faf1fba0ed3d,1072310,CH_BGer_008_8C-177-2019_2019-03-14,8C_177/2019,,,,,,,
92f666ad-7be2-4efd-a287-d8edcacb0a1c,1063578,CH_BGer_002_2C-77-2017_2019-01-16,2C_77/2017,,,,,,,
92e272c3-92cc-481d-8d62-88dcced88537,978843,CH_BGer_002_2C-90-2019_2019-08-22,2C_90/2019,,,,,,,
92b99e91-8769-450f-9618-b720f9a27174,965075,CH_BGer_005_5A-495-2019_2019-06-26,5A_495/2019,,,,,,,
92a4175d-4847-4d99-8050-185d9b99dc80,999015,CH_BGer_008_8C-296-2019_2019-10-09,8C_296/2019,,,,,,,
94ec65f4-63d0-4308-9c02-d8193d53ccb8,1072818,CH_BGer_009_9C-348-2019_2019-07-03,9C_348/2019,,,,,,,
952fe6c8-8f6f-40b6-a86d-03b022a0648a,955610,CH_BGer_001_1B-368-2019_2019-07-25,1B_368/2019,,,,,,,
9557fc6d-d61e-4622-abed-18aa2972ecd3,1054075,CH_BGer_009_9C-544-2019_2019-12-09,9C_544/2019,,,,,,,
957d8123-e50d-4cf7-a2d0-277950a6c749,980077,CH_BGer_001_1C-56-2019_2019-10-14,1C_56/2019,,,,,,,
97de48b0-103d-459e-9e6b-ef7a143ab211,951396,CH_BGer_004_4A-361-2016_2019-02-19,4A_361/2016,,,,,,,
97dc3ff7-5927-4249-9d63-f623773d2325,965473,CH_BGer_009_9C-574-2019_2019-10-16,9C_574/2019,,,,,,,
97d2a404-72ca-433f-82e2-1ab3a60b8dae,1106706,CH_BGer_008_8C-59-2019_2019-05-17,8C_59/2019,,,,,,,
9796e54b-525a-4337-a05e-71d8963a6f2a,1011676,CH_BGer_001_1C-329-2019_2019-07-16,1C_329/2019,,,,,,,
97635fa1-585a-42f7-9ea8-884dcdabc8b5,1027045,CH_BGer_005_5D-13-2019_2019-02-14,5D_13/2019,,,,,,,
972c3a86-c1ff-41ea-9390-b6085d0d4282,992614,CH_BGer_009_9C-711-2018_2019-04-12,9C_711/2018,,,,,,,
96f3f711-d552-42a0-819c-d1f341041e33,970145,CH_BGer_005_5A-419-2019_2019-08-28,5A_419/2019,,,,,,,
96ed880b-4d76-4f1d-bda8-3c4878eb061e,1065176,CH_BGer_001_1C-505-2018_2019-08-05,1C_505/2018,,,,,,,
96ddb432-b2ff-4cf1-b5f9-c78ebe03188c,1029285,CH_BGer_006_6B-458-2018_2019-04-09,6B_458/2018,,,,,,,
96b5147b-e0db-4cb9-b6c6-5ab8374ec8ff,1075862,CH_BGer_002_2C-478-2019_2019-08-27,2C_478/2019,,,,,,,
96a68b81-0d12-4f6d-a86d-208c143b794a,960067,CH_BGer_004_4D-69-2019_2019-12-03,4D_69/2019,,,,,,,
96864ffe-d8bc-418b-aa48-14b95762a275,1033087,CH_BGer_008_8C-110-2019_2019-06-06,8C_110/2019,,,,,,,
96811e10-8ed2-4848-86a4-518e8719cf5f,987496,CH_BGer_005_5A-423-2019_2019-06-12,5A_423/2019,,,,,,,
9673b857-1240-4c6e-a6b8-0f37df4c37c4,1002588,CH_BGer_008_8C-849-2018_2019-01-10,8C_849/2018,,,,,,,
96374b29-766a-4a2c-8c5e-6034b4cf4c80,1074496,CH_BGer_008_8C-396-2019_2019-12-20,8C_396/2019,,,,,,,
96319d44-6c51-4401-996a-0657680dc79c,1022874,CH_BGer_004_4A-363-2019_2019-09-20,4A_363/2019,,,,,,,
96298fbb-eeda-47dc-a05b-648b02bd6d3a,954104,CH_BGer_004_4A-128-2019_2019-07-03,4A_128/2019,,,,,,,
95d075e3-9aca-4c83-8043-15983f930ae8,1045270,CH_BGer_002_2C-485-2019_2019-11-06,2C_485/2019,,,,,,,
9585bb80-53c4-4e7d-9cf8-05cdda84373d,961143,CH_BGer_006_6B-1131-2018_2019-01-21,6B_1131/2018,,,,,,,
929ac396-ceb6-4566-8926-ce30e1b24b3e,1072367,CH_BGer_001_1B-276-2019_2019-06-20,1B_276/2019,,,,,,,
92822c9b-c7ea-4b30-98ab-dd9edc4bfd42,1056993,CH_BGer_002_2C-202-2019_2019-05-13,2C_202/2019,,,,,,,
8d8074b9-7fe8-44ee-9ee8-5f112d47bcca,960841,CH_BGer_009_9C-624-2018_2019-04-15,9C_624/2018,,,,,,,
8e7a0497-f8fc-4c87-8956-1d6368216cff,1025698,CH_BGer_009_9C-325-2019_2019-06-24,9C_325/2019,,,,,,,
8fa177d9-0f32-49c8-a954-a3d8a5859f64,985587,CH_BGer_001_1C-303-2018_2019-04-15,1C_303/2018,,,,,,,
8f78840e-2dde-4f37-a86d-74ded544351f,955460,CH_BGer_009_9C-755-2018_2019-05-09,9C_755/2018,,,,,,,
8f671063-7e4b-4660-b5b2-06bc275caae7,1093649,CH_BGer_005_5A-1003-2019_2019-12-20,5A_1003/2019,,,,,,,
8f597c1b-1bff-4e8a-a793-01e863f8c9ce,968619,CH_BGer_004_4A-172-2019_2019-06-04,4A_172/2019,,,,,,,
8f475c05-0a17-44c5-9661-39617fa2005d,1108621,CH_BGer_008_8C-353-2019_2019-09-02,8C_353/2019,,,,,,,
8f3d599a-4141-4bf4-b66e-631117bfc081,1053073,CH_BGer_008_8C-787-2019_2019-12-09,8C_787/2019,,,,,,,
8f260c83-d2c7-4001-b37b-5e3b6113ec68,983872,CH_BGer_006_6B-520-2018_2019-04-03,6B_520/2018,,,,,,,
8ef57e73-e58e-44e6-9df7-092dd76471e3,965620,CH_BGer_001_1C-85-2019_2019-07-23,1C_85/2019,,,,,,,
8ec4acf4-76b0-4083-9831-b91d0b615e0b,998208,CH_BGer_005_5A-853-2019_2019-10-29,5A_853/2019,,,,,,,
8e6a91e6-aaee-4c7d-bcc7-13e77ff6523e,1038856,CH_BGer_002_2C-48-2019_2019-01-16,2C_48/2019,,,,,,,
92764cd6-555a-4489-b7ce-ecb1c46c0e2a,1067716,CH_BGer_009_9C-160-2019_2019-08-20,9C_160/2019,,,,,,,
8e49c6ab-dcc3-4bad-a70e-fa2352554bdb,1042579,CH_BGer_009_9C-693-2019_2019-12-18,9C_693/2019,,,,,,,
8e46e425-6a57-43a2-89f9-4a17a8609f94,975997,CH_BGer_002_2C-781-2018_2019-08-28,2C_781/2018,,,,,,,
8e30ae30-6dfd-4b39-aabd-c9b7be1aabbb,1045056,CH_BGer_009_9C-330-2019_2019-09-05,9C_330/2019,,,,,,,
8e2206c2-b645-45a3-bf86-a34058e940fa,955255,CH_BGer_009_9C-863-2018_2019-04-18,9C_863/2018,,,,,,,
8de49b3b-9dc1-448c-9d6e-5a45641ae4ef,967893,CH_BGer_001_1C-532-2018_2019-03-25,1C_532/2018,,,,,,,
8dd2927b-f901-4e38-9e34-ea9cc8a5e1a0,979070,CH_BGer_002_2C-818-2018_2019-11-25,2C_818/2018,,,,,,,
8db0a19c-6786-4f37-871a-7d21030546ea,996062,CH_BGer_005_5D-218-2018_2019-01-08,5D_218/2018,,,,,,,
8daefe5a-0828-48cb-a363-79562422ac37,1007889,CH_BGer_008_8C-603-2018_2019-03-15,8C_603/2018,,,,,,,
8da78e29-9c4c-48f9-a103-4d0981b6a95d,1000343,CH_BGer_001_1B-180-2019_2019-09-11,1B_180/2019,,,,,,,
8faf280a-9336-4c8d-9d24-3ec401241eb4,975802,CH_BGer_009_9C-570-2018_2019-02-18,9C_570/2018,,,,,,,
8fc3630d-a9c2-43eb-8306-9b4927d8b0fe,1098439,CH_BGer_002_2C-647-2019_2019-07-09,2C_647/2019,,,,,,,
8feee143-cdf9-4c12-adb4-e2162b41b183,1026113,CH_BGer_009_9C-727-2019_2019-11-27,9C_727/2019,,,,,,,
900be44f-5efe-4ae9-9d68-4e79418e2d14,990939,CH_BGer_002_2C-457-2019_2019-06-17,2C_457/2019,,,,,,,
92469c06-3795-4610-a7af-a8ef5d245a57,955356,CH_BGer_006_6B-603-2018_2019-06-07,6B_603/2018,,,,,,,
91f7c447-f2dc-451d-a229-e9360f4cab4d,1071496,CH_BGer_001_1C-259-2019_2019-05-16,1C_259/2019,,,,,,,
91cd0dbd-d443-4a1c-a5e0-056b4e3eafa6,1002574,CH_BGer_005_5A-69-2019_2019-06-20,5A_69/2019,,,,,,,
91c91767-e32d-4d30-b2e8-4f41d33dbe53,1110665,CH_BGer_005_5A-162-2019_2019-04-24,5A_162/2019,,,,,,,
91a6043f-c6ff-40f1-b67e-40b5bdb627b5,966666,CH_BGer_001_1B-293-2019_2019-09-10,1B_293/2019,,,,,,,
9193599b-80aa-40f1-98bc-8db75032ae35,988320,CH_BGer_001_1B-367-2019_2019-07-25,1B_367/2019,,,,,,,
9190aa45-9706-4b89-9085-b739221f787e,1077904,CH_BGer_001_1C-627-2018_2019-09-04,1C_627/2018,,,,,,,
918c61e7-73b0-427c-bd5a-01add1ab77e6,980143,CH_BGer_009_9C-163-2019_2019-08-13,9C_163/2019,,,,,,,
91801eed-4f95-45f2-8b8e-e5cf04e9ce48,1021854,CH_BGer_008_8C-250-2019_2019-09-04,8C_250/2019,,,,,,,
916d37c5-6800-4d4f-be44-2e59e4c657e5,1020165,CH_BGer_001_1C-2-2019_2019-01-18,1C_2/2019,,,,,,,
916a1f22-7337-475d-802f-2203b34adf19,959253,CH_BGer_009_9C-789-2018_2019-05-01,9C_789/2018,,,,,,,
912dcea3-89d7-41ee-a118-52699ef2433b,1078364,CH_BGer_005_5A-791-2019_2019-10-08,5A_791/2019,,,,,,,
9112b881-e42e-4b97-9c6f-58481d2247c3,959942,CH_BGer_002_2C-849-2018_2019-09-18,2C_849/2018,,,,,,,
90d69afd-ab79-4a88-b1ba-a94179f9cf4e,1034243,CH_BGer_004_4A-6-2019_2019-09-19,4A_6/2019,,,,,,,
90d52fe3-ff73-4f03-ab29-eab8c8a49796,1107907,CH_BGer_008_8C-680-2018_2019-01-11,8C_680/2018,,,,,,,
90c21993-48dd-46e7-b624-9645989bb730,1035081,CH_BGer_004_4A-537-2018_2019-03-22,4A_537/2018,,,,,,,
9099e3d9-59ba-44d4-9226-b35068744535,952883,CH_BGer_001_1C-396-2018_2019-04-12,1C_396/2018,,,,,,,
90787759-136a-452a-9492-e8de3d49d301,1007216,CH_BGer_008_8C-676-2019_2019-10-21,8C_676/2019,,,,,,,
901ce92e-fcdd-4f4f-9dec-91ff9773433c,1017474,CH_BGer_005_5A-139-2019_2019-06-25,5A_139/2019,,,,,,,
812075ff-06d6-47e7-ac19-0f3bdc3a22a8,1047806,CH_BGer_006_6B-834-2019_2019-12-11,6B_834/2019,,,,,,,
80c89eef-ad08-4558-8663-a99caa638c33,1056917,CH_BGer_008_8C-291-2019_2019-09-12,8C_291/2019,,,,,,,
6d0cff4e-565c-4091-8a6a-3fbeb2a6ce17,956355,CH_BGer_008_8C-87-2019_2019-06-13,8C_87/2019,,,,,,,
72f812ec-03c6-4314-acf5-b40aef780d06,975557,CH_BGer_002_2C-377-2019_2019-04-25,2C_377/2019,,,,,,,
73ce3b6a-e528-4464-8d51-cdb415e68be5,986747,CH_BGer_005_5F-25-2018_2019-02-11,5F_25/2018,,,,,,,
73ca7b93-50c6-4937-b341-c84d7f1d4814,1090418,CH_BGer_009_9C-448-2019_2019-12-20,9C_448/2019,,,,,,,
73b3e221-2c77-48d0-b677-e0152dc91096,1106073,CH_BGer_002_2C-166-2019_2019-02-27,2C_166/2019,,,,,,,
73af0f37-95ee-4f0a-81d6-4c1a2def923a,1100593,CH_BGer_004_4A-394-2019_2019-09-20,4A_394/2019,,,,,,,
73a82262-b0e7-4625-b4a8-ad4890116f5c,993906,CH_BGer_001_1C-113-2019_2019-05-27,1C_113/2019,,,,,,,
73620a90-3f47-4e4d-9774-ef59314cefd4,1021811,CH_BGer_001_1B-105-2019_2019-03-06,1B_105/2019,,,,,,,
735610f2-917e-4f29-b0c2-f6074d398532,956380,CH_BGer_001_1B-562-2018_2019-01-07,1B_562/2018,,,,,,,
73090fe8-eaba-4cfb-ace9-9387836565bc,1071169,CH_BGer_009_9C-294-2019_2019-06-25,9C_294/2019,,,,,,,
72fffc40-6a3a-40fa-a235-56659cb5e783,994210,CH_BGer_004_4A-225-2019_2019-09-02,4A_225/2019,,,,,,,
72f5c714-4e53-414c-ab50-f4c6fb028181,1012253,CH_BGer_002_2C-98-2019_2019-09-23,2C_98/2019,,,,,,,
73e92d34-aea6-4496-b234-dd7aa007a553,1061729,CH_BGer_002_2C-365-2018_2019-04-01,2C_365/2018,,,,,,,
4d7dea24-820d-4bc9-b922-b66d0a10803f,1104049,CH_BGer_001_1B-93-2019_2019-05-14,1B_93/2019,,,,,,,
72a28a3f-11b1-4a57-a63f-a1491cde7ddd,1027006,CH_BGer_005_5A-363-2019_2019-05-08,5A_363/2019,,,,,,,
72940e8e-8a26-4a9a-a3cf-5ab7ce8d3231,1098682,CH_BGer_011_6B-1212-2019_2019-11-21,6B_1212/2019,,,,,,,
724d7026-1e7e-4182-92ab-8049b3c397e5,1006622,CH_BGer_005_5A-866-2018_2019-03-18,5A_866/2018,,,,,,,
72406e4e-3e5d-4b3a-9f99-89d43f3c02e7,1059616,CH_BGer_002_2C-450-2019_2019-09-05,2C_450/2019,,,,,,,
721e19a5-ceb1-4439-a703-fee7fda59bfd,1011546,CH_BGer_011_6B-1035-2019_2019-10-22,6B_1035/2019,,,,,,,
71f9fea5-d656-487d-ac3b-833edb4d6242,1053872,CH_BGer_005_5A-283-2019_2019-08-12,5A_283/2019,,,,,,,
71f733d2-00a6-4465-a1dc-1547ca0cae3b,963072,CH_BGer_008_8C-494-2018_2019-06-06,8C_494/2018,,,,,,,
71f591b3-32c1-4868-a4a9-2f265d5973c6,1089858,CH_BGer_002_2C-950-2018_2019-09-24,2C_950/2018,,,,,,,
73d5163e-9ee8-40b5-ae1f-1ae03f1b51d7,978322,CH_BGer_002_2C-774-2018_2019-05-13,2C_774/2018,,,,,,,
73fb0443-54ca-49fe-9360-3f9ce5dfa572,1103365,CH_BGer_005_5A-943-2018_2019-01-25,5A_943/2018,,,,,,,
809facaa-9293-4a53-8b79-42c8b91a9a92,1055178,CH_BGer_008_8C-269-2019_2019-05-20,8C_269/2019,,,,,,,
74d83f0f-090e-4607-9754-333656fc935a,1090859,CH_BGer_005_5A-132-2019_2019-02-20,5A_132/2019,,,,,,,
75c33f04-ddb3-44a9-8198-e53935ff6491,991942,CH_BGer_001_1B-513-2018_2019-02-25,1B_513/2018,,,,,,,
75be9235-4392-4789-ac67-f2ad9672aa67,992162,CH_BGer_006_6B-811-2019_2019-11-15,6B_811/2019,,,,,,,
7596d58d-32ba-4720-9785-39dc7f1034aa,1042733,CH_BGer_005_5C-1-2018_2019-03-08,5C_1/2018,,,,,,,
758e7f64-dc31-476f-89b0-293a810c3c3c,1027809,CH_BGer_011_6B-963-2019_2019-10-08,6B_963/2019,,,,,,,
7562a88f-0b98-444f-94eb-1af7df4e6897,1084673,CH_BGer_009_9C-390-2019_2019-07-12,9C_390/2019,,,,,,,
7557eac1-a7a2-4ab1-9d8d-a1ab17867b7d,992699,CH_BGer_006_6B-1056-2018_2019-01-29,6B_1056/2018,,,,,,,
754578ce-5755-4656-ba77-6e7127531d3d,967018,CH_BGer_009_9C-441-2018_2019-04-10,9C_441/2018,,,,,,,
753d93c4-27db-4144-85ad-06214026e6b7,1000665,CH_BGer_006_6B-959-2019_2019-09-17,6B_959/2019,,,,,,,
75321460-9aca-4317-8199-24dca66f92d3,1107847,CH_BGer_002_2C-571-2019_2019-09-03,2C_571/2019,,,,,,,
74d41884-273c-426a-a46a-25fdf20a2378,973794,CH_BGer_008_8C-481-2018_2019-03-06,8C_481/2018,,,,,,,
742a643f-6d2a-4756-8242-c1f0403d2eab,1106645,CH_BGer_008_8C-570-2018_2019-04-10,8C_570/2018,,,,,,,
748e5768-cdc8-4db9-ae3f-70fcace3a484,1035430,CH_BGer_008_8C-351-2018_2019-02-15,8C_351/2018,,,,,,,
748da006-207a-42cb-9a30-2c4c8fa1b314,991094,CH_BGer_001_1B-576-2019_2019-12-18,1B_576/2019,,,,,,,
74838d36-08d4-4d6d-a74b-37db7ea52f42,1099839,CH_BGer_008_8C-473-2019_2019-11-11,8C_473/2019,,,,,,,
746c6e8b-174a-4dd8-8a42-ab1c74eb7f33,1005738,CH_BGer_008_8C-136-2019_2019-07-02,8C_136/2019,,,,,,,
746323c6-ec2d-4d3a-a07e-4dce536bf21f,959097,CH_BGer_002_2C-585-2019_2019-06-19,2C_585/2019,,,,,,,
745c0fd4-d984-400a-a442-05ec590871eb,1009583,CH_BGer_009_9C-239-2019_2019-09-05,9C_239/2019,,,,,,,
7451ee26-6465-4b75-bb0a-a422565e96a4,996338,CH_BGer_005_5D-51-2019_2019-02-26,5D_51/2019,,,,,,,
743e636d-7505-4710-8635-a6628327ce77,1059670,CH_BGer_001_1C-212-2018_2019-04-24,1C_212/2018,,,,,,,
742c6ce6-388f-4584-a9ce-f20bb2cea971,994105,CH_BGer_001_1B-286-2019_2019-06-13,1B_286/2019,,,,,,,
71ef2b69-c56f-4485-9f87-237c5ff31266,982979,CH_BGer_009_9C-520-2019_2019-10-22,9C_520/2019,,,,,,,
71cba897-8e62-4bed-94d3-6c1ad6c8ea0a,1026470,CH_BGer_001_1F-10-2019_2019-07-25,1F_10/2019,,,,,,,
71c8cbed-f3ab-41cc-9b95-6fe028226ee7,973533,CH_BGer_009_9C-318-2018_2019-03-21,9C_318/2018,,,,,,,
6e33c105-35a0-40a0-a8b7-9de8ef12adec,1017671,CH_BGer_004_4D-70-2019_2019-12-03,4D_70/2019,,,,,,,
6ed9780b-a9f4-41d1-83d3-35408498ee9d,951866,CH_BGer_002_2C-73-2018_2019-06-03,2C_73/2018,,,,,,,
6ece2eb9-1851-4efc-b290-ce172791c987,1020856,CH_BGer_001_1C-393-2019_2019-10-29,1C_393/2019,,,,,,,
6eaa1171-22fd-4b4c-bcbd-45fdd84ce039,1099187,CH_BGer_004_4A-534-2018_2019-01-17,4A_534/2018,,,,,,,
